zip,bedrooms,bathrooms,sqft,lot_size,year_built,price,type_multi,type_single,type_townhouse
7097,4,1.5,1745,0.23,2018,656900.0,False,True,False
7197,5,3.0,3350,1.19,1927,848000.0,False,True,False
7237,1,1.0,900,0.34,1990,561900.0,False,False,False
7084,2,1.0,500,0.36,2004,216600.0,False,False,False
8858,4,2.0,2231,0.77,1967,697700.0,False,False,False
7820,1,1.0,796,0.06,1900,313300.0,False,True,False
8754,1,1.0,688,0.6,1956,404700.0,False,True,False
8816,1,1.0,548,0.15,1991,207000.0,False,True,False
8751,3,1.0,1777,0.37,1944,873300.0,False,True,False
7081,4,1.5,2185,0.15,1907,1105500.0,False,False,True
7232,3,1.5,1520,0.26,1960,749600.0,False,True,False
8898,1,1.0,500,0.08,1993,211800.0,False,True,False
7278,3,1.0,1474,0.27,1908,474900.0,False,True,False
7996,2,1.0,824,0.24,1928,500200.0,False,True,False
8282,2,1.0,557,0.11,1969,300400.0,False,False,False
8132,3,1.5,1139,0.19,1956,377800.0,False,True,False
8759,2,1.0,1537,0.21,1990,849800.0,False,False,False
8154,1,1.0,500,0.2,1970,182000.0,False,True,False
8956,4,1.0,2606,0.44,1917,1142700.0,False,True,False
8157,3,1.0,1211,0.19,1945,320400.0,False,False,False
7293,2,1.0,1762,0.15,1983,790800.0,False,True,False
7097,2,1.0,774,0.34,1902,450900.0,False,False,False
7399,4,2.0,2369,0.19,2009,907500.0,False,False,True
8192,2,1.0,1261,0.17,1905,344000.0,False,True,False
7974,2,1.0,1485,0.11,1970,854600.0,False,True,False
7668,6,2.0,2601,0.49,1903,1061400.0,False,True,False
8047,1,1.0,699,0.51,1912,341100.0,False,False,False
7497,5,1.5,3012,1.07,1913,1260000.0,False,False,True
8020,2,1.0,535,0.17,1954,287300.0,False,False,False
7149,3,1.5,1198,0.31,1960,635600.0,False,False,False
8167,1,1.0,730,0.19,1959,226100.0,False,True,False
7974,1,1.0,1415,0.23,1925,789700.0,False,True,False
7225,3,1.5,1744,0.33,1951,962300.0,False,False,True
7450,6,2.0,3798,0.25,1900,1237800.0,False,True,False
7039,2,1.0,1866,0.38,2005,707400.0,False,True,False
8861,2,1.0,1176,0.39,1989,609700.0,False,False,False
7464,3,1.5,1294,0.13,1992,587300.0,False,True,False
8869,5,1.5,2260,0.13,1973,1310000.0,False,True,False
8024,4,1.5,1948,0.45,1915,861800.0,False,False,True
7944,1,1.0,1441,0.11,1954,997400.0,True,False,False
7794,3,2.0,2398,0.23,1960,1245200.0,True,False,False
7210,3,1.0,1430,0.13,1965,577400.0,False,False,False
7137,3,1.0,1113,0.59,1946,635200.0,False,False,True
7956,2,1.0,1052,0.78,1987,648300.0,False,True,False
7015,1,1.0,922,0.2,1956,616200.0,False,True,False
7787,4,2.5,1818,0.6,1985,956600.0,False,False,True
8390,2,1.0,530,0.32,1953,361100.0,False,True,False
8348,1,1.0,1180,0.07,1978,313200.0,False,True,False
7353,6,1.5,3343,0.08,2020,1149600.0,False,True,False
8970,2,1.0,1021,0.09,1910,579200.0,False,True,False
7919,6,3.0,3705,0.15,1962,951200.0,False,True,False
8556,1,1.0,500,0.33,1912,306900.0,False,True,False
7955,1,1.0,1040,0.12,1985,520100.0,False,True,False
8241,1,1.0,500,0.09,1978,186200.0,False,False,True
8294,2,1.0,860,0.07,2020,370500.0,False,False,True
8530,4,2.0,1516,0.32,1918,407500.0,False,True,False
8827,4,2.0,1919,0.28,2007,644100.0,True,False,False
8551,3,1.5,1561,0.63,1960,516900.0,False,True,False
7782,2,1.0,1814,0.79,1917,726900.0,False,True,False
8137,1,1.0,500,0.37,1972,148700.0,False,False,False
7234,2,1.0,879,0.31,1985,503200.0,True,False,False
7030,1,1.0,500,0.25,2023,303100.0,True,False,False
7941,3,1.5,1538,0.19,1922,881100.0,False,True,False
7911,1,1.0,1311,0.38,1987,835400.0,False,True,False
7712,1,1.0,691,0.21,1947,362500.0,False,False,True
8310,2,1.0,736,0.29,1932,460300.0,False,True,False
7769,2,1.0,1514,0.08,1900,864200.0,False,True,False
8315,4,2.0,1622,0.85,1909,827700.0,False,True,False
8837,1,1.0,913,0.2,1935,341300.0,False,False,False
7099,1,1.0,1293,0.47,1949,769100.0,False,True,False
7920,3,1.5,1069,2.55,1996,353100.0,False,True,False
7892,1,1.0,940,3.58,1920,284100.0,False,True,False
8515,4,1.5,2086,0.78,1906,594200.0,False,True,False
8760,3,1.5,1494,0.3,1990,418600.0,False,False,False
7953,1,1.0,577,0.32,2022,304200.0,False,True,False
8034,2,1.0,633,0.14,1990,394500.0,True,False,False
7188,3,1.5,2446,0.67,2020,646100.0,False,True,False
8232,1,1.0,737,0.48,1902,379200.0,False,False,True
8298,1,1.0,795,0.2,1994,325600.0,False,True,False
8790,1,1.0,940,0.28,1970,634700.0,False,True,False
8823,2,1.0,1619,0.06,1984,812900.0,False,True,False
8358,1,1.0,824,0.13,2009,447300.0,False,True,False
7034,1,1.0,1095,0.29,1948,439800.0,False,True,False
8942,3,1.0,1964,0.39,1928,630100.0,False,False,True
7051,2,1.0,1787,0.46,1963,952900.0,False,True,False
8932,3,1.5,1176,0.65,1989,399000.0,False,False,True
8759,3,1.5,1634,0.25,1905,834500.0,False,False,True
7091,2,1.0,1712,0.35,2022,614000.0,False,False,True
7228,5,1.5,2314,0.15,1932,877900.0,False,False,True
8097,1,1.0,500,0.59,1967,191900.0,False,True,False
7721,1,1.0,1142,0.12,1907,557800.0,False,False,False
8397,1,1.0,500,0.38,1924,225300.0,False,True,False
8936,3,1.0,1578,0.37,1904,751600.0,False,True,False
7082,2,1.0,1672,0.31,1975,864100.0,False,True,False
8664,1,1.0,543,0.16,1971,176100.0,False,True,False
8228,2,1.0,537,0.71,1920,285000.0,False,True,False
8727,1,1.0,584,0.49,1983,257300.0,False,True,False
7217,3,1.0,1486,0.06,1913,772000.0,False,True,False
7838,1,1.0,508,0.09,1942,291700.0,False,False,False
8874,1,1.0,900,0.06,2024,334300.0,False,True,False
7698,2,1.0,1844,0.22,2021,695300.0,False,False,False
7918,4,1.0,2954,0.17,1980,742000.0,False,False,False
8817,1,1.0,501,0.13,1942,326600.0,False,True,False
7443,2,1.0,1463,0.76,1961,842900.0,False,True,False
8834,2,1.0,1039,0.66,1991,533100.0,False,False,True
7041,1,1.0,1277,0.05,1950,565800.0,False,True,False
7925,2,1.0,1409,0.13,1903,558200.0,False,True,False
7292,2,1.0,1129,0.67,2022,395700.0,False,True,False
7966,4,1.5,2260,0.08,1979,656300.0,False,True,False
8077,1,1.0,517,0.59,1979,299900.0,False,False,True
8879,1,1.0,979,0.11,1936,595900.0,False,True,False
7278,1,1.0,1355,0.31,1916,369200.0,False,True,False
8972,1,1.0,500,0.23,1983,221200.0,False,True,False
8919,2,1.0,1531,0.77,1968,706100.0,False,True,False
8919,2,1.0,1576,0.11,1906,805400.0,False,False,False
7038,4,2.5,2466,0.06,1985,1257200.0,False,False,True
8797,2,1.0,1062,0.65,1938,736600.0,False,True,False
7956,2,1.0,1508,1.0,2006,754900.0,False,True,False
8749,6,2.0,5389,0.48,1955,1508300.0,False,True,False
7274,4,2.0,1777,1.8,2017,744300.0,False,False,False
7490,2,1.0,1806,0.32,2006,744500.0,False,True,False
7674,3,1.0,1454,0.27,1902,827100.0,False,True,False
7026,1,1.0,1131,0.4,1962,466100.0,False,True,False
8998,2,1.0,1297,0.12,1909,335300.0,False,True,False
8169,1,1.0,643,0.27,1964,345200.0,False,True,False
8041,2,1.0,513,1.77,1958,332500.0,False,True,False
7152,2,1.0,878,0.24,1953,450700.0,False,False,False
7084,5,2.0,2038,0.31,1980,865500.0,False,True,False
8951,1,1.0,790,0.1,1965,457200.0,False,False,False
7277,1,1.0,1361,0.49,1961,643300.0,False,True,False
7791,6,2.0,3178,1.25,1985,1161300.0,False,True,False
7812,4,1.0,1698,0.27,1946,621000.0,False,True,False
7487,3,1.0,1518,0.33,1935,706700.0,False,False,False
7072,1,1.0,737,0.09,1972,512400.0,False,False,False
7019,2,1.0,1331,0.25,1918,824700.0,False,True,False
8789,6,1.5,3177,0.31,1959,1791600.0,False,False,False
7113,3,1.0,1855,0.4,1930,911800.0,False,False,False
8477,2,1.0,686,0.76,1977,190400.0,False,True,False
7983,2,1.0,500,0.1,1993,284900.0,True,False,False
7085,1,1.0,840,1.12,1907,558500.0,True,False,False
8714,3,1.0,1386,0.07,1955,682300.0,False,True,False
8476,2,1.0,587,0.08,1984,333400.0,False,True,False
8891,3,1.5,2207,0.36,2013,570400.0,False,True,False
8721,3,2.0,2310,0.09,2015,882300.0,False,True,False
8329,2,1.0,750,0.58,1976,412700.0,False,False,True
8930,2,1.0,647,0.24,1953,315200.0,False,True,False
8351,1,1.0,651,0.37,1915,303600.0,False,True,False
7975,2,1.0,808,0.1,1924,477600.0,False,False,False
8874,2,1.0,833,0.16,1914,532500.0,False,True,False
7057,3,1.0,1301,0.57,2023,726000.0,False,True,False
8988,2,1.0,1559,0.13,1905,1066400.0,False,True,False
7930,1,1.0,1319,0.08,1921,443300.0,False,True,False
8966,1,1.0,1483,0.29,1928,803100.0,False,False,True
7761,2,1.0,500,0.35,1914,238300.0,False,True,False
8724,3,1.5,1475,0.05,1927,717700.0,False,False,True
8933,1,1.0,616,0.23,1906,363600.0,False,True,False
7483,4,2.0,1713,0.15,1985,798900.0,False,True,False
8598,3,1.5,1182,0.27,2020,509100.0,False,True,False
7868,2,1.0,546,0.67,1985,265900.0,False,True,False
8190,4,2.0,2058,0.48,2022,690300.0,False,True,False
8223,6,2.0,4028,0.05,2020,1110200.0,False,False,False
8763,1,1.0,1384,0.13,1916,391200.0,False,True,False
8996,3,1.5,2213,0.48,1969,816700.0,False,True,False
7999,1,1.0,1252,0.45,2000,872000.0,False,True,False
8471,1,1.0,562,0.53,1942,321700.0,False,True,False
8369,1,1.0,864,0.13,1919,386800.0,False,True,False
7676,4,1.5,1644,0.29,1923,884500.0,False,True,False
7023,1,1.0,500,0.32,1957,269700.0,True,False,False
8228,5,2.0,2139,0.46,2021,670100.0,False,True,False
8124,2,1.0,540,0.25,1976,307700.0,False,True,False
8133,2,1.0,1667,0.19,1907,453300.0,False,False,True
7635,4,2.0,2367,2.67,2009,717900.0,False,True,False
7393,1,1.0,664,0.13,1979,327900.0,False,False,False
7863,4,2.0,1543,0.08,1963,533500.0,False,True,False
8270,1,1.0,500,0.19,1908,100000.0,False,True,False
7159,2,1.0,822,0.21,2020,356400.0,False,True,False
8794,1,1.0,705,0.44,2001,443100.0,False,True,False
8259,2,1.0,1142,0.05,1901,796300.0,False,False,False
8997,2,1.0,1086,1.55,1984,368700.0,False,False,True
7963,3,1.0,1437,0.18,1929,586300.0,False,False,True
7084,3,2.0,1657,0.24,2016,1013200.0,False,True,False
7399,2,1.0,1116,0.26,2004,724700.0,False,True,False
8848,4,2.0,1976,0.63,1959,607900.0,False,True,False
7524,3,1.0,1646,0.28,1974,483700.0,False,False,True
8085,2,1.0,1416,0.42,1983,532400.0,True,False,False
7642,2,1.0,1884,0.17,2004,628500.0,False,False,True
8273,2,1.0,1042,0.28,1951,642700.0,False,True,False
7788,3,1.0,1259,0.11,1900,581600.0,False,False,False
7049,2,1.0,1020,0.23,1950,356400.0,False,True,False
8328,1,1.0,500,0.34,2008,252400.0,False,True,False
8646,2,1.0,1129,0.22,2006,382900.0,False,True,False
8547,2,1.0,783,0.49,1969,345200.0,False,True,False
7015,5,2.0,2542,0.22,1905,697900.0,False,False,False
7165,2,1.0,753,0.4,2018,429300.0,False,True,False
7342,1,1.0,1020,0.18,1993,411800.0,False,True,False
7799,4,1.0,2830,0.17,2016,796400.0,False,False,True
8824,3,1.5,1520,0.14,1921,569300.0,False,False,True
7549,1,1.0,1320,0.48,1943,564600.0,False,True,False
8010,3,1.5,1646,0.13,1968,563100.0,False,True,False
8088,2,1.0,500,0.27,1915,134800.0,False,False,False
7937,1,1.0,1311,0.53,2000,657500.0,False,True,False
8859,2,1.0,1365,0.36,1991,766800.0,False,True,False
7419,1,1.0,1441,0.25,1943,741000.0,False,True,False
8845,2,1.0,1163,0.16,1983,655200.0,True,False,False
8033,2,1.0,1116,0.3,1974,452900.0,False,True,False
8870,3,1.0,1363,0.19,2023,930000.0,False,False,True
7041,2,1.0,1919,0.08,1951,627200.0,False,False,False
8932,4,1.5,2630,0.38,1905,881400.0,False,True,False
8779,3,1.5,1200,0.13,2016,520200.0,False,False,False
7021,5,1.5,2049,0.23,1915,807200.0,False,True,False
8372,2,1.0,1595,1.3,1962,637000.0,False,True,False
7061,2,1.0,500,0.68,1923,201100.0,False,False,False
7920,2,1.0,825,0.29,1926,485200.0,False,True,False
7950,3,1.5,1498,0.44,1923,797200.0,False,True,False
8926,1,1.0,1213,0.34,1947,515200.0,False,True,False
8850,5,1.5,2227,0.09,1981,720400.0,False,True,False
7131,1,1.0,841,0.47,1936,557700.0,False,True,False
8872,1,1.0,867,0.39,1918,499300.0,False,True,False
8461,1,1.0,576,0.4,1920,384200.0,False,False,False
8798,5,3.0,2130,0.37,1926,1130800.0,False,True,False
7191,3,1.5,2066,0.44,1978,736600.0,False,True,False
7726,6,2.5,3399,0.28,1993,925400.0,False,True,False
8164,1,1.0,500,0.17,1954,227700.0,False,False,True
7786,3,1.5,1292,0.11,2016,698300.0,False,True,False
7011,3,1.5,1035,0.11,1985,722800.0,False,False,True
8180,1,1.0,500,0.44,1981,286300.0,False,False,False
7154,1,1.0,804,0.84,1900,339700.0,False,True,False
8525,2,1.0,550,0.54,1922,330300.0,False,True,False
8345,1,1.0,510,0.19,1920,256000.0,False,False,False
7786,3,1.5,1288,0.14,2009,783500.0,False,False,False
8212,1,1.0,509,0.18,1909,325900.0,False,True,False
7037,2,1.0,1911,0.06,1955,502400.0,False,True,False
7349,5,2.0,2235,0.29,2007,904400.0,False,False,False
8541,3,1.5,1387,0.57,1938,501000.0,False,True,False
7831,3,2.0,1320,0.09,1998,697600.0,False,False,False
8861,3,1.0,1484,0.24,1904,984800.0,False,True,False
8837,2,1.0,611,0.48,1981,359200.0,False,False,False
7156,6,2.5,3114,0.35,1916,995400.0,False,True,False
8765,1,1.0,821,0.3,1999,309400.0,False,False,True
8913,4,2.0,1945,0.29,1901,704900.0,False,False,False
8232,1,1.0,646,0.15,1982,351500.0,False,True,False
7471,1,1.0,765,0.41,1900,478600.0,False,True,False
8836,1,1.0,532,0.51,2021,237100.0,False,True,False
8167,2,1.0,590,0.25,1939,236800.0,False,True,False
8399,1,1.0,880,0.16,1972,318300.0,False,True,False
8324,1,1.0,1315,0.21,1965,636100.0,False,False,True
8175,1,1.0,670,0.08,1920,350100.0,False,True,False
7232,2,1.0,1816,0.4,1965,1087900.0,False,True,False
8699,2,1.0,790,0.46,1900,248400.0,False,True,False
8323,2,1.0,1004,0.08,1907,360900.0,False,True,False
7779,3,1.5,1345,0.27,1964,849000.0,False,True,False
7216,2,1.0,983,0.5,1933,395800.0,False,False,True
7143,1,1.0,641,1.48,1905,428700.0,False,False,False
8116,2,1.0,603,0.24,2023,286600.0,False,False,False
7391,3,1.5,2153,0.12,2008,960100.0,False,True,False
8114,1,1.0,500,0.21,1974,237800.0,False,True,False
8392,1,1.0,847,0.08,1963,432900.0,False,True,False
8768,3,1.0,1466,0.09,1965,428200.0,False,True,False
7214,2,1.0,1385,0.26,1977,823800.0,False,True,False
8295,2,1.0,500,0.36,1902,190500.0,False,True,False
8544,1,1.0,705,0.25,1946,246500.0,False,False,True
8838,2,1.0,735,0.31,2000,379400.0,False,True,False
7436,2,1.0,810,0.14,1917,502300.0,False,False,False
7845,1,1.0,500,0.17,1951,305900.0,False,True,False
7895,2,1.0,1146,0.26,1925,515800.0,False,True,False
7297,3,1.0,2137,2.68,1976,721400.0,False,False,True
7967,1,1.0,749,0.1,2014,479600.0,False,True,False
8863,3,1.5,1061,0.08,1918,598500.0,False,True,False
8882,3,1.5,1152,0.28,1975,601200.0,False,True,False
8841,2,1.0,744,0.18,2022,366200.0,False,False,False
7369,2,1.0,731,0.48,2021,453700.0,False,True,False
7314,1,1.0,1183,0.24,1988,505500.0,False,True,False
7581,3,1.0,2143,0.17,1984,972100.0,False,True,False
8344,2,1.0,500,1.38,2017,261700.0,False,True,False
8086,1,1.0,500,0.67,1961,252100.0,False,True,False
7180,6,2.5,3144,0.23,1912,1189600.0,False,True,False
7231,2,1.0,940,0.91,1903,273000.0,True,False,False
8980,1,1.0,829,0.06,1928,327700.0,False,False,False
7963,2,1.0,1769,0.83,1920,513000.0,False,True,False
7770,1,1.0,1078,0.12,1962,535300.0,False,False,False
8829,1,1.0,703,0.14,1983,254300.0,False,True,False
7980,4,2.0,1517,0.5,2007,609600.0,False,False,True
8254,2,1.0,1948,0.16,1984,637900.0,False,True,False
7668,1,1.0,668,0.43,1929,429600.0,False,False,False
7132,3,1.5,1116,0.1,2023,752100.0,False,True,False
8945,1,1.0,976,0.08,1991,665800.0,False,False,True
8655,3,1.5,1985,0.05,1969,649700.0,False,False,True
7283,6,2.5,3791,0.2,1928,1898400.0,False,True,False
7865,2,1.0,950,0.14,1996,542300.0,False,False,True
8817,1,1.0,592,0.33,2002,299400.0,False,False,False
7154,5,1.5,2920,0.55,1909,874000.0,False,True,False
7017,1,1.0,650,0.32,1983,234400.0,False,True,False
8813,2,1.0,1722,0.46,1929,717300.0,False,True,False
8156,1,1.0,500,0.96,2013,270800.0,False,True,False
8512,1,1.0,500,0.49,1980,288700.0,False,True,False
7624,2,1.0,1441,0.27,2010,795300.0,False,False,True
7041,4,2.0,2474,0.55,1943,1053000.0,False,True,False
8822,3,1.0,1062,0.52,1981,713700.0,False,False,True
7013,1,1.0,956,0.09,1985,384100.0,False,True,False
7691,3,1.0,1123,1.13,2002,640600.0,False,True,False
8557,1,1.0,833,0.2,1922,376300.0,False,False,False
7949,3,1.5,1410,0.28,1990,841900.0,False,True,False
8538,2,1.0,500,0.19,1995,299700.0,False,True,False
8926,5,2.0,2740,0.4,1979,1035000.0,False,True,False
8768,2,1.0,1004,0.7,1900,607200.0,False,True,False
8069,3,1.0,1191,0.18,1971,356200.0,False,True,False
8980,2,1.0,825,0.2,1964,510200.0,False,True,False
8940,2,1.0,1385,0.09,1945,642400.0,True,False,False
7789,5,2.5,2539,0.35,2000,930300.0,False,True,False
7040,2,1.0,1037,0.21,1935,654700.0,False,True,False
8921,1,1.0,862,0.6,1914,461900.0,False,True,False
7993,2,1.0,717,0.35,2022,257600.0,False,True,False
8720,4,1.5,1573,0.05,1905,879400.0,False,True,False
8325,2,1.0,1889,0.3,1991,596000.0,False,False,False
8830,3,1.5,1391,0.22,1936,745300.0,False,True,False
8917,2,1.0,500,0.48,2009,241200.0,False,True,False
8274,4,1.5,2549,1.32,1947,719900.0,False,False,False
7437,2,1.0,750,0.36,1990,325100.0,False,True,False
8950,2,1.0,1305,0.28,1909,528600.0,False,True,False
7732,4,2.0,1941,0.49,1946,715700.0,False,False,True
7092,5,2.5,2434,0.39,1959,789200.0,False,False,False
7156,1,1.0,756,0.16,2004,337800.0,False,False,False
7123,6,2.5,4198,0.11,1946,1850200.0,False,False,True
7688,2,1.0,1331,0.11,1922,571000.0,False,True,False
8118,2,1.0,500,0.26,1929,189000.0,False,True,False
7613,2,1.0,1581,1.08,2023,585200.0,False,True,False
7990,6,2.5,3762,0.1,2006,1229200.0,False,False,False
8790,4,2.0,2184,0.18,1902,1327800.0,False,True,False
8594,1,1.0,798,0.39,1975,488900.0,False,True,False
7713,5,2.5,2315,0.27,1954,1090900.0,False,True,False
7489,3,1.5,1778,0.06,1930,783200.0,False,False,True
8773,1,1.0,563,0.15,1919,223100.0,False,False,False
7120,3,1.5,1553,0.3,1935,557600.0,False,True,False
8846,1,1.0,537,0.32,1960,361800.0,False,True,False
8915,1,1.0,911,0.46,1964,523600.0,False,True,False
7237,1,1.0,723,0.35,1969,445600.0,False,True,False
8988,4,2.0,2329,0.36,1975,715300.0,False,True,False
8994,2,1.0,1906,0.05,2021,846700.0,False,True,False
8790,1,1.0,714,0.57,2020,359300.0,False,False,True
8947,1,1.0,956,0.11,2019,641800.0,False,True,False
8773,1,1.0,500,0.37,1967,310300.0,False,False,False
7981,3,1.0,1215,0.11,1919,673400.0,False,False,True
7989,1,1.0,662,0.09,1922,405900.0,False,True,False
8118,1,1.0,500,0.08,2019,195200.0,False,False,False
7789,1,1.0,679,0.23,1955,416500.0,False,False,False
7288,2,1.0,1270,0.18,2009,696800.0,False,False,True
7210,4,2.0,1857,0.21,1959,937700.0,False,False,True
7442,4,1.0,2941,0.07,1927,742200.0,False,False,False
7719,2,1.0,1056,0.44,1995,625000.0,False,True,False
8380,2,1.0,500,0.37,1974,215400.0,False,False,False
8795,4,1.5,1872,0.24,1937,491100.0,False,False,True
8877,4,2.0,2226,0.44,1904,800000.0,False,False,False
7827,3,1.5,1226,0.44,1941,484500.0,False,True,False
8214,3,1.5,1764,0.05,2012,808600.0,False,True,False
7412,1,1.0,500,0.55,1959,265100.0,False,True,False
7095,3,1.0,1345,0.72,1922,471700.0,False,True,False
8854,3,1.0,1009,0.08,1905,666400.0,False,True,False
7057,1,1.0,820,2.02,1965,486600.0,False,True,False
7058,3,2.0,1423,0.42,1955,481900.0,True,False,False
8146,1,1.0,1252,0.59,1907,397100.0,False,False,True
8935,3,1.0,1359,0.23,1935,805700.0,True,False,False
7981,3,1.5,1312,0.36,1937,856300.0,False,True,False
8739,5,2.5,2060,0.29,1954,603700.0,False,True,False
7486,6,2.5,2983,0.5,1912,1015800.0,False,True,False
7770,5,1.5,2243,0.22,1906,617600.0,False,True,False
8111,2,1.0,500,0.14,1995,273600.0,False,False,False
7963,1,1.0,500,0.2,1957,313700.0,False,True,False
8025,5,2.0,2175,0.12,1987,591400.0,False,False,False
8037,1,1.0,662,0.67,1929,310000.0,False,False,False
8726,1,1.0,673,0.06,1924,452600.0,False,True,False
7480,4,2.0,2184,0.32,1905,692000.0,False,False,True
8818,3,1.5,1874,0.05,1913,838900.0,False,False,True
7978,5,2.5,2034,0.07,1924,1003400.0,False,False,False
8243,1,1.0,703,0.28,1997,305400.0,False,True,False
8767,4,2.5,1503,0.23,2023,627100.0,False,False,False
8056,2,1.0,500,0.15,1970,275200.0,False,True,False
7029,1,1.0,681,0.19,2016,387500.0,False,True,False
8963,3,1.0,1519,0.2,2001,728700.0,False,True,False
7412,2,1.0,1464,0.06,2008,907300.0,False,True,False
7143,6,3.0,4327,1.03,2001,1427300.0,False,True,False
7798,4,1.5,1698,0.3,2023,623000.0,False,True,False
7037,4,1.5,2125,0.96,1926,900800.0,False,True,False
7245,3,1.5,2112,0.39,1907,764500.0,False,False,True
7056,2,1.0,1578,0.08,1987,733300.0,False,True,False
8744,6,3.0,3980,0.63,2023,1086800.0,False,True,False
7439,3,1.5,2400,0.46,1971,662100.0,False,False,False
8875,3,1.0,1413,0.65,1906,667500.0,False,False,False
7014,1,1.0,941,0.28,1954,555900.0,False,True,False
8189,2,1.0,947,1.27,2005,239100.0,False,True,False
7774,3,2.0,1486,0.58,1929,619700.0,False,True,False
8020,2,1.0,500,0.52,1959,334500.0,False,True,False
8218,2,1.0,676,0.35,2018,361500.0,True,False,False
7269,2,1.0,912,0.26,1983,505000.0,False,False,False
8693,1,1.0,1162,0.26,1913,331300.0,False,True,False
7659,4,1.0,2935,0.27,2020,1849800.0,False,True,False
8882,3,1.0,1846,0.79,1919,1047700.0,False,True,False
7991,1,1.0,1087,0.43,2009,557400.0,False,True,False
8325,1,1.0,935,0.39,1983,277400.0,False,False,False
7064,1,1.0,1048,0.49,1909,367700.0,False,False,False
7020,1,1.0,924,0.16,1971,572600.0,False,True,False
8791,3,1.0,1692,0.17,1952,793100.0,False,True,False
7930,2,1.0,1759,1.46,2006,842400.0,False,False,False
8228,1,1.0,679,0.55,2000,247300.0,False,True,False
8249,2,1.0,1143,0.27,2019,590000.0,False,True,False
7717,3,1.5,1529,0.33,1908,653600.0,False,True,False
8779,1,1.0,989,0.07,1933,522000.0,False,False,False
7263,3,1.5,2329,0.28,1993,936900.0,False,True,False
8949,2,1.0,597,0.29,1962,330600.0,False,False,True
7099,1,1.0,1046,0.47,1969,282000.0,False,True,False
7914,1,1.0,934,0.5,1913,603400.0,False,True,False
8715,4,1.5,2267,0.36,1943,1492600.0,False,True,False
7899,2,1.0,610,0.07,1935,259000.0,False,False,False
8816,1,1.0,500,0.11,2021,325300.0,False,True,False
7280,3,1.0,1369,0.25,1999,736900.0,False,False,True
7282,5,2.5,3379,0.25,2002,1667100.0,False,True,False
8086,1,1.0,520,0.17,1913,171100.0,True,False,False
8288,1,1.0,864,0.05,1956,554100.0,False,True,False
7990,3,1.5,1806,0.36,2019,579900.0,False,False,False
8239,1,1.0,839,0.22,1919,402100.0,False,True,False
8858,1,1.0,1211,0.08,1924,435100.0,False,False,False
8366,3,1.0,1066,0.4,1911,279500.0,False,True,False
7167,2,1.0,980,0.16,1949,531600.0,False,False,False
7953,2,1.0,1922,0.13,1945,1158900.0,True,False,False
8221,1,1.0,500,0.26,1997,231900.0,False,False,True
8292,3,1.5,1371,0.61,1972,481800.0,False,True,False
8312,2,1.0,671,0.25,2016,361600.0,False,True,False
7034,6,3.0,8000,0.19,2002,3000000.0,False,False,False
8036,2,1.0,840,0.32,1937,302200.0,False,False,False
7060,1,1.0,500,0.24,1958,284200.0,False,True,False
8721,1,1.0,1172,0.23,1911,738400.0,False,False,True
8032,3,1.5,1125,0.56,1975,456600.0,False,True,False
8018,1,1.0,704,0.39,1992,398300.0,False,True,False
8283,4,2.0,1539,0.22,2005,671900.0,False,True,False
7269,6,2.5,2933,0.24,1969,1044600.0,False,True,False
8080,1,1.0,635,0.15,1903,290500.0,False,False,False
7553,2,1.0,1218,0.47,1974,547900.0,True,False,False
7031,4,2.0,2892,0.86,1940,1098400.0,False,False,True
7489,1,1.0,908,0.74,1915,594700.0,False,True,False
8724,3,1.0,1906,0.07,1994,1067400.0,False,False,True
7960,2,1.0,763,0.1,1917,399500.0,False,True,False
8756,1,1.0,746,0.19,1972,504200.0,False,False,False
8864,5,2.0,2596,0.26,1970,1207800.0,False,True,False
7218,4,2.0,2497,0.91,1901,836000.0,False,True,False
8636,1,1.0,976,0.11,1945,462000.0,False,True,False
8831,1,1.0,500,0.53,1937,275000.0,False,True,False
7049,4,2.0,2414,0.35,1980,848200.0,False,True,False
7739,1,1.0,1184,0.61,1936,745100.0,False,True,False
7159,4,1.5,1799,0.28,1915,676700.0,False,True,False
8321,1,1.0,617,0.28,1997,422600.0,False,True,False
8950,6,2.0,3072,0.33,1959,925100.0,True,False,False
8951,3,1.5,1237,0.14,1966,724800.0,False,False,False
7456,3,1.5,1151,0.47,2024,771800.0,False,True,False
8131,1,1.0,500,0.49,1920,265500.0,False,False,True
8452,2,1.0,949,0.21,2011,614000.0,False,True,False
8294,4,1.5,1647,0.58,1935,757200.0,False,False,False
7830,2,1.0,1134,0.19,1932,515000.0,False,True,False
8149,1,1.0,500,0.1,1923,220600.0,False,True,False
8065,1,1.0,673,0.32,1993,438300.0,False,True,False
7679,2,1.0,1646,1.27,2018,499500.0,False,True,False
8799,2,1.0,1221,0.52,2001,757100.0,False,True,False
8722,3,2.0,2392,0.19,1983,1269600.0,False,True,False
8138,1,1.0,500,0.08,1962,251000.0,False,True,False
8835,2,1.0,543,0.33,1972,296300.0,False,True,False
7967,1,1.0,947,0.39,1911,603900.0,False,True,False
7972,3,1.5,1785,0.21,2003,586400.0,False,False,True
8219,2,1.0,928,0.17,1940,351900.0,False,False,False
7788,2,1.0,1500,0.43,1997,939500.0,False,True,False
8345,2,1.0,1530,0.16,2022,903800.0,False,True,False
7947,1,1.0,1294,0.67,1958,500900.0,False,True,False
